"","publicationDate","country","total_awards","albumCount","lat","lon","continent"
"437","1972","Mexico",0,3,"19.4333333333333","-99.133333","Central America"
"438","1972","Monaco",0,2,"43.7333333333333","7.416667","Europe"
"439","1972","Netherlands",1,16,"52.35","4.916667","Europe"
"440","1972","Poland",0,3,"52.25","21","Europe"
"441","1972","Portugal",0,3,"38.7166666666667","-9.133333","Europe"
"442","1972","Romania",0,1,"44.4333333333333","26.1","Europe"
"443","1972","Serbia",0,1,"44.8333333333333","20.5","Europe"
"444","1972","Spain",0,9,"40.4","-3.683333","Europe"
"445","1972","Sweden",0,10,"59.3333333333333","18.05","Europe"
"446","1972","Switzerland",0,1,"46.9166666666667","7.466667","Europe"
"447","1972","Turkey",0,4,"39.9333333333333","32.866667","Europe"
"448","1972","United Kingdom",7,170,"51.5","-0.083333","Europe"
"449","1972","United States",18,463,"38.883333","-77","Central America"
"450","1972","Unknown",1,68,"Unknown","Unknown","Unknown"
"451","1972","Uruguay",0,1,"-34.85","-56.166667","South America"
"452","1973","Argentina",0,13,"-34.5833333333333","-58.666667","South America"
"453","1973","Australia",0,4,"-35.2666666666667","149.133333","Australia"
"454","1973","Austria",0,9,"48.2","16.366667","Europe"
"455","1973","Brazil",1,30,"-15.7833333333333","-47.916667","South America"
"456","1973","Canada",0,24,"45.4166666666667","-75.7","Central America"
"457","1973","Chile",0,4,"-33.45","-70.666667","South America"
"458","1973","Czech Republic",0,1,"50.0833333333333","14.466667","Europe"
"459","1973","Denmark",0,2,"55.6666666666667","12.583333","Europe"
"460","1973","Finland",0,7,"60.1666666666667","24.933333","Europe"
"461","1973","France",0,60,"48.8666666666667","2.333333","Europe"
"462","1973","Germany",0,46,"52.5166666666667","13.4","Europe"
"463","1973","Greece",0,6,"37.9833333333333","23.733333","Europe"
"464","1973","Hungary",0,2,"47.5","19.083333","Europe"
"465","1973","India",0,1,"28.6","77.2","Asia"
"466","1973","Ireland",0,7,"53.3166666666667","-6.233333","Europe"
"467","1973","Israel",0,3,"31.7666666666667","35.233333","Asia"
"468","1973","Italy",0,64,"41.9","12.483333","Europe"
"469","1973","Jamaica",1,7,"18","-76.8","North America"
"470","1973","Japan",0,1,"35.6833333333333","139.75","Asia"
"471","1973","Malaysia",0,2,"3.16666666666667","101.7","Asia"
"472","1973","Mexico",0,3,"19.4333333333333","-99.133333","Central America"
"473","1973","Monaco",0,1,"43.7333333333333","7.416667","Europe"
"474","1973","Netherlands",0,13,"52.35","4.916667","Europe"
"475","1973","Norway",0,2,"59.9166666666667","10.75","Europe"
"476","1973","Poland",0,3,"52.25","21","Europe"
"477","1973","Portugal",0,1,"38.7166666666667","-9.133333","Europe"
"478","1973","Serbia",0,1,"44.8333333333333","20.5","Europe"
"479","1973","Spain",0,12,"40.4","-3.683333","Europe"
"480","1973","Sweden",0,10,"59.3333333333333","18.05","Europe"
"481","1973","Switzerland",0,2,"46.9166666666667","7.466667","Europe"
"482","1973","Turkey",0,4,"39.9333333333333","32.866667","Europe"
"483","1973","United Kingdom",9,171,"51.5","-0.083333","Europe"
"484","1973","United States",18,447,"38.883333","-77","Central America"
"485","1973","Unknown",0,63,"Unknown","Unknown","Unknown"
"486","1974","Argentina",0,13,"-34.5833333333333","-58.666667","South America"
"487","1974","Australia",0,7,"-35.2666666666667","149.133333","Australia"
"488","1974","Austria",0,11,"48.2","16.366667","Europe"
"489","1974","Belgium",0,2,"50.8333333333333","4.333333","Europe"
"490","1974","Brazil",1,34,"-15.7833333333333","-47.916667","South America"
"491","1974","Canada",0,34,"45.4166666666667","-75.7","Central America"
"492","1974","Chile",0,3,"-33.45","-70.666667","South America"
"493","1974","Czech Republic",0,1,"50.0833333333333","14.466667","Europe"
"494","1974","Denmark",0,1,"55.6666666666667","12.583333","Europe"
"495","1974","Finland",0,7,"60.1666666666667","24.933333","Europe"
"496","1974","France",1,53,"48.8666666666667","2.333333","Europe"
"497","1974","Germany",0,63,"52.5166666666667","13.4","Europe"
"498","1974","Greece",2,5,"37.9833333333333","23.733333","Europe"
"499","1974","Indonesia",0,2,"-6.16666666666667","106.816667","Asia"
"500","1974","Ireland",0,6,"53.3166666666667","-6.233333","Europe"
"501","1974","Israel",0,2,"31.7666666666667","35.233333","Asia"
"502","1974","Italy",0,47,"41.9","12.483333","Europe"
"503","1974","Jamaica",2,8,"18","-76.8","North America"
"504","1974","Japan",0,2,"35.6833333333333","139.75","Asia"
"505","1974","Mexico",0,3,"19.4333333333333","-99.133333","Central America"
"506","1974","Monaco",0,1,"43.7333333333333","7.416667","Europe"
"507","1974","Netherlands",0,16,"52.35","4.916667","Europe"
"508","1974","New Zealand",0,1,"-41.3","174.783333","Australia"
"509","1974","Norway",0,1,"59.9166666666667","10.75","Europe"
"510","1974","Poland",0,7,"52.25","21","Europe"
"511","1974","Portugal",0,6,"38.7166666666667","-9.133333","Europe"
"512","1974","Romania",0,1,"44.4333333333333","26.1","Europe"
"513","1974","Serbia",0,1,"44.8333333333333","20.5","Europe"
"514","1974","Spain",0,11,"40.4","-3.683333","Europe"
"515","1974","Sweden",1,14,"59.3333333333333","18.05","Europe"
"516","1974","Switzerland",1,3,"46.9166666666667","7.466667","Europe"
"517","1974","Turkey",0,7,"39.9333333333333","32.866667","Europe"
"518","1974","United Kingdom",9,180,"51.5","-0.083333","Europe"
"519","1974","United States",15,433,"38.883333","-77","Central America"
"520","1974","Unknown",0,46,"Unknown","Unknown","Unknown"
"521","1974","Venezuela",0,2,"10.4833333333333","-66.866667","South America"
"522","1975","Argentina",0,5,"-34.5833333333333","-58.666667","South America"
"523","1975","Australia",0,9,"-35.2666666666667","149.133333","Australia"
"524","1975","Austria",1,10,"48.2","16.366667","Europe"
"525","1975","Belgium",0,3,"50.8333333333333","4.333333","Europe"
"526","1975","Brazil",0,40,"-15.7833333333333","-47.916667","South America"
"527","1975","Canada",0,36,"45.4166666666667","-75.7","Central America"
"528","1975","Chile",0,7,"-33.45","-70.666667","South America"
"529","1975","Croatia",0,1,"45.8","16","Europe"
"530","1975","Cuba",0,1,"23.1166666666667","-82.35","North America"
"531","1975","Denmark",0,1,"55.6666666666667","12.583333","Europe"
"532","1975","Finland",0,11,"60.1666666666667","24.933333","Europe"
"533","1975","France",0,54,"48.8666666666667","2.333333","Europe"
"534","1975","Germany",2,65,"52.5166666666667","13.4","Europe"
"535","1975","Greece",0,4,"37.9833333333333","23.733333","Europe"
"536","1975","Hungary",0,1,"47.5","19.083333","Europe"
"537","1975","Indonesia",0,1,"-6.16666666666667","106.816667","Asia"
"538","1975","Ireland",0,4,"53.3166666666667","-6.233333","Europe"
"539","1975","Israel",0,1,"31.7666666666667","35.233333","Asia"
"540","1975","Italy",0,49,"41.9","12.483333","Europe"
"541","1975","Jamaica",0,10,"18","-76.8","North America"
"542","1975","Malaysia",0,1,"3.16666666666667","101.7","Asia"
"543","1975","Mexico",0,4,"19.4333333333333","-99.133333","Central America"
"544","1975","Monaco",0,1,"43.7333333333333","7.416667","Europe"
"545","1975","Mozambique",0,1,"-25.95","32.583333","Africa"
"546","1975","Netherlands",1,19,"52.35","4.916667","Europe"
"547","1975","New Zealand",0,1,"-41.3","174.783333","Australia"
"548","1975","Nigeria",0,2,"9.08333333333333","7.533333","Africa"
"549","1975","Norway",0,3,"59.9166666666667","10.75","Europe"
"550","1975","Poland",0,1,"52.25","21","Europe"
"551","1975","Portugal",0,4,"38.7166666666667","-9.133333","Europe"
"552","1975","Romania",0,1,"44.4333333333333","26.1","Europe"
"553","1975","Serbia",0,1,"44.8333333333333","20.5","Europe"
"554","1975","Spain",0,15,"40.4","-3.683333","Europe"
"555","1975","Sweden",1,9,"59.3333333333333","18.05","Europe"
"556","1975","Switzerland",0,1,"46.9166666666667","7.466667","Europe"
"557","1975","Turkey",0,1,"39.9333333333333","32.866667","Europe"
"558","1975","United Kingdom",12,196,"51.5","-0.083333","Europe"
"559","1975","United States",11,422,"38.883333","-77","Central America"
"560","1975","Unknown",0,56,"Unknown","Unknown","Unknown"
"561","1975","Venezuela",0,1,"10.4833333333333","-66.866667","South America"
"562","1976","Algeria",0,1,"36.75","3.05","Africa"
"563","1976","Argentina",0,11,"-34.5833333333333","-58.666667","South America"
"564","1976","Australia",0,12,"-35.2666666666667","149.133333","Australia"
"565","1976","Austria",0,9,"48.2","16.366667","Europe"
"566","1976","Belgium",0,2,"50.8333333333333","4.333333","Europe"
"567","1976","Brazil",0,30,"-15.7833333333333","-47.916667","South America"
"568","1976","Canada",0,38,"45.4166666666667","-75.7","Central America"
"569","1976","Chile",0,6,"-33.45","-70.666667","South America"
"570","1976","Croatia",0,1,"45.8","16","Europe"
"571","1976","Cuba",0,1,"23.1166666666667","-82.35","North America"
"572","1976","Denmark",0,3,"55.6666666666667","12.583333","Europe"
"573","1976","Finland",0,10,"60.1666666666667","24.933333","Europe"
"574","1976","France",0,57,"48.8666666666667","2.333333","Europe"
"575","1976","Georgia",0,1,"41.6833333333333","44.833333","Europe"
"576","1976","Germany",2,67,"52.5166666666667","13.4","Europe"
"577","1976","Greece",0,7,"37.9833333333333","23.733333","Europe"
"578","1976","Ireland",0,8,"53.3166666666667","-6.233333","Europe"
"579","1976","Israel",0,1,"31.7666666666667","35.233333","Asia"
"580","1976","Italy",0,49,"41.9","12.483333","Europe"
"581","1976","Jamaica",0,14,"18","-76.8","North America"
"582","1976","Japan",0,2,"35.6833333333333","139.75","Asia"
"583","1976","Malaysia",0,2,"3.16666666666667","101.7","Asia"
"584","1976","Mexico",0,4,"19.4333333333333","-99.133333","Central America"
"585","1976","Monaco",0,1,"43.7333333333333","7.416667","Europe"
"586","1976","Netherlands",0,19,"52.35","4.916667","Europe"
"587","1976","New Zealand",0,1,"-41.3","174.783333","Australia"
"588","1976","Norway",0,4,"59.9166666666667","10.75","Europe"
"589","1976","Poland",0,5,"52.25","21","Europe"
"590","1976","Portugal",0,3,"38.7166666666667","-9.133333","Europe"
"591","1976","Serbia",0,1,"44.8333333333333","20.5","Europe"
"592","1976","South Africa",0,1,"-25.7","28.216667","Africa"
"593","1976","Spain",0,12,"40.4","-3.683333","Europe"
"594","1976","Sweden",2,12,"59.3333333333333","18.05","Europe"
"595","1976","Switzerland",0,4,"46.9166666666667","7.466667","Europe"
"596","1976","Turkey",0,3,"39.9333333333333","32.866667","Europe"
"597","1976","United Kingdom",14,154,"51.5","-0.083333","Europe"
"598","1976","United States",16,437,"38.883333","-77","Central America"
"599","1976","Unknown",1,59,"Unknown","Unknown","Unknown"
"600","1976","Uruguay",0,1,"-34.85","-56.166667","South America"
"601","1976","Venezuela",0,2,"10.4833333333333","-66.866667","South America"
"602","1977","Argentina",0,11,"-34.5833333333333","-58.666667","South America"
"603","1977","Australia",1,11,"-35.2666666666667","149.133333","Australia"
"604","1977","Austria",0,6,"48.2","16.366667","Europe"
"605","1977","Belgium",0,4,"50.8333333333333","4.333333","Europe"
"606","1977","Brazil",0,36,"-15.7833333333333","-47.916667","South America"
"607","1977","Canada",1,37,"45.4166666666667","-75.7","Central America"
"608","1977","Chile",0,3,"-33.45","-70.666667","South America"
"609","1977","Croatia",0,2,"45.8","16","Europe"
"610","1977","Cyprus",0,1,"35.1666666666667","33.366667","Europe"
"611","1977","Denmark",0,5,"55.6666666666667","12.583333","Europe"
"612","1977","Finland",0,7,"60.1666666666667","24.933333","Europe"
"613","1977","France",0,60,"48.8666666666667","2.333333","Europe"
"614","1977","Germany",1,59,"52.5166666666667","13.4","Europe"
"615","1977","Greece",0,4,"37.9833333333333","23.733333","Europe"
"616","1977","Hungary",0,1,"47.5","19.083333","Europe"
"617","1977","Iceland",0,1,"64.15","-21.95","Europe"
"618","1977","Ireland",0,4,"53.3166666666667","-6.233333","Europe"
"619","1977","Israel",0,2,"31.7666666666667","35.233333","Asia"
"620","1977","Italy",0,50,"41.9","12.483333","Europe"
"621","1977","Jamaica",0,12,"18","-76.8","North America"
"622","1977","Japan",0,1,"35.6833333333333","139.75","Asia"
"623","1977","Mexico",0,2,"19.4333333333333","-99.133333","Central America"
"624","1977","Monaco",0,1,"43.7333333333333","7.416667","Europe"
"625","1977","Netherlands",0,11,"52.35","4.916667","Europe"
"626","1977","New Zealand",0,3,"-41.3","174.783333","Australia"
"627","1977","Nigeria",0,1,"9.08333333333333","7.533333","Africa"
"628","1977","Norway",0,1,"59.9166666666667","10.75","Europe"
"629","1977","Poland",0,5,"52.25","21","Europe"
"630","1977","Portugal",0,4,"38.7166666666667","-9.133333","Europe"
"631","1977","Romania",0,1,"44.4333333333333","26.1","Europe"
"632","1977","South Africa",0,2,"-25.7","28.216667","Africa"
"633","1977","Spain",0,20,"40.4","-3.683333","Europe"
"634","1977","Sweden",0,10,"59.3333333333333","18.05","Europe"
"635","1977","Switzerland",0,3,"46.9166666666667","7.466667","Europe"
"636","1977","Turkey",0,6,"39.9333333333333","32.866667","Europe"
"637","1977","United Kingdom",15,190,"51.5","-0.083333","Europe"
"638","1977","United States",13,428,"38.883333","-77","Central America"
"639","1977","Unknown",0,76,"Unknown","Unknown","Unknown"
"640","1977","Venezuela",0,1,"10.4833333333333","-66.866667","South America"
"641","1978","Argentina",0,8,"-34.5833333333333","-58.666667","South America"
"642","1978","Australia",0,16,"-35.2666666666667","149.133333","Australia"
"643","1978","Austria",0,7,"48.2","16.366667","Europe"
"644","1978","Belgium",0,4,"50.8333333333333","4.333333","Europe"
"645","1978","Brazil",0,35,"-15.7833333333333","-47.916667","South America"
"646","1978","Canada",2,31,"45.4166666666667","-75.7","Central America"
"647","1978","Chile",0,4,"-33.45","-70.666667","South America"
"648","1978","Croatia",0,3,"45.8","16","Europe"
"649","1978","Cuba",0,1,"23.1166666666667","-82.35","North America"
"650","1978","Czech Republic",0,3,"50.0833333333333","14.466667","Europe"
"651","1978","Denmark",0,4,"55.6666666666667","12.583333","Europe"
"652","1978","Finland",0,8,"60.1666666666667","24.933333","Europe"
"653","1978","France",0,53,"48.8666666666667","2.333333","Europe"
"654","1978","Germany",2,61,"52.5166666666667","13.4","Europe"
"655","1978","Greece",0,4,"37.9833333333333","23.733333","Europe"
"656","1978","Hungary",0,2,"47.5","19.083333","Europe"
"657","1978","Ireland",0,7,"53.3166666666667","-6.233333","Europe"
"658","1978","Italy",0,43,"41.9","12.483333","Europe"
"659","1978","Jamaica",0,15,"18","-76.8","North America"
"660","1978","Japan",0,3,"35.6833333333333","139.75","Asia"
"661","1978","Malaysia",2,2,"3.16666666666667","101.7","Asia"
"662","1978","Mexico",0,2,"19.4333333333333","-99.133333","Central America"
"663","1978","Monaco",1,2,"43.7333333333333","7.416667","Europe"
"664","1978","Netherlands",0,11,"52.35","4.916667","Europe"
"665","1978","New Zealand",0,2,"-41.3","174.783333","Australia"
"666","1978","Norway",0,2,"59.9166666666667","10.75","Europe"
"667","1978","Philippines",0,2,"14.6","120.966667","Asia"
"668","1978","Poland",0,2,"52.25","21","Europe"
"669","1978","Portugal",0,4,"38.7166666666667","-9.133333","Europe"
"670","1978","South Africa",0,3,"-25.7","28.216667","Africa"
"671","1978","Spain",0,16,"40.4","-3.683333","Europe"
"672","1978","Sweden",0,14,"59.3333333333333","18.05","Europe"
"673","1978","Switzerland",0,4,"46.9166666666667","7.466667","Europe"
"674","1978","Turkey",0,7,"39.9333333333333","32.866667","Europe"
"675","1978","United Kingdom",16,186,"51.5","-0.083333","Europe"
"676","1978","United States",18,432,"38.883333","-77","Central America"
"677","1978","Unknown",0,81,"Unknown","Unknown","Unknown"
"678","1978","Venezuela",0,2,"10.4833333333333","-66.866667","South America"
"679","1979","Argentina",0,8,"-34.5833333333333","-58.666667","South America"
"680","1979","Australia",0,11,"-35.2666666666667","149.133333","Australia"
"681","1979","Austria",0,14,"48.2","16.366667","Europe"
"682","1979","Belgium",0,4,"50.8333333333333","4.333333","Europe"
"683","1979","Brazil",0,32,"-15.7833333333333","-47.916667","South America"
"684","1979","Canada",2,38,"45.4166666666667","-75.7","Central America"
"685","1979","Chile",0,3,"-33.45","-70.666667","South America"
"686","1979","Croatia",0,3,"45.8","16","Europe"
"687","1979","Cuba",0,2,"23.1166666666667","-82.35","North America"
"688","1979","Cyprus",0,1,"35.1666666666667","33.366667","Europe"
"689","1979","Czech Republic",0,2,"50.0833333333333","14.466667","Europe"
"690","1979","Denmark",0,3,"55.6666666666667","12.583333","Europe"
"691","1979","Finland",0,8,"60.1666666666667","24.933333","Europe"
"692","1979","France",0,54,"48.8666666666667","2.333333","Europe"
"693","1979","Germany",1,67,"52.5166666666667","13.4","Europe"
"694","1979","Greece",0,8,"37.9833333333333","23.733333","Europe"
"695","1979","Hungary",0,1,"47.5","19.083333","Europe"
"696","1979","India",0,1,"28.6","77.2","Asia"
"697","1979","Indonesia",0,3,"-6.16666666666667","106.816667","Asia"
"698","1979","Ireland",1,7,"53.3166666666667","-6.233333","Europe"
"699","1979","Italy",1,49,"41.9","12.483333","Europe"
"700","1979","Jamaica",0,11,"18","-76.8","North America"
"701","1979","Japan",0,1,"35.6833333333333","139.75","Asia"
